distance_function,time_tick,run,seed,n,d,tsi_score,tsi_time,qsi_score,qsi_time
manhattan,0.2222222222222222,1,0,1000,50,0.5185335275154914,4.721741147339344,0.5194055942524113,71.4143360760063
manhattan,0.3333333333333333,1,0,1000,50,0.5499098055971804,4.678888680413365,0.550190065684525,71.34594316221774
manhattan,0.4444444444444444,1,0,1000,50,0.6041699274424726,4.744731305167079,0.6022241511183929,68.99948254413903
manhattan,0.5555555555555556,1,0,1000,50,0.682333046473327,4.655083008110523,0.6773745845471,69.66114507988095
manhattan,0.6666666666666666,1,0,1000,50,0.7730557551539515,4.750115854665637,0.766721761027122,69.15602785162628
manhattan,0.7777777777777777,1,0,1000,50,0.8598441086376958,4.515781322494149,0.8547175085832098,68.26025304570794
manhattan,0.8888888888888888,1,0,1000,50,0.9356934609960662,4.832530690357089,0.9331669160753769,66.72837965749204
manhattan,1.0,1,0,1000,50,1.0,4.418595610186458,1.0,67.12990619800985
manhattan,0.0,2,1,1000,50,0.5026726385704342,4.42866644449532,0.5047301862417831,67.21514431759715
manhattan,0.1111111111111111,2,1,1000,50,0.5064555637802131,4.526780761778355,0.5088018323467355,67.15085466951132
manhattan,0.2222222222222222,2,1,1000,50,0.5209622488219683,4.384559258818626,0.5236268487147133,70.5914839413017
manhattan,0.3333333333333333,2,1,1000,50,0.5523041739133924,4.648232577368617,0.5545036480592486,70.46453223563731
manhattan,0.4444444444444444,2,1,1000,50,0.6059018377094529,4.696365991607308,0.6056218402590423,69.62108832225204
manhattan,0.5555555555555556,2,1,1000,50,0.6829900120561443,4.686835354194045,0.6789899337471512,70.21831917576492
manhattan,0.6666666666666666,2,1,1000,50,0.772723801958271,4.622385064139962,0.7665853036229093,70.34156484156847
manhattan,0.7777777777777777,2,1,1000,50,0.8594520632857306,4.902528462931514,0.8541540564972865,72.99918881431222
manhattan,0.8888888888888888,2,1,1000,50,0.9355580470249809,4.8512267377227545,0.9328778044802993,73.50973326712847
manhattan,1.0,2,1,1000,50,1.0,4.841424025595188,1.0,74.8972725123167
manhattan,0.0,3,2,1000,50,0.4978796572123225,4.926881907507777,0.49646170608048623,72.02941345795989
manhattan,0.1111111111111111,3,2,1000,50,0.5020155847229996,4.6468250416219234,0.5006522340415884,68.13792661949992
manhattan,0.2222222222222222,3,2,1000,50,0.51707927366244,4.535425111651421,0.5159079879633605,68.3775999005884
manhattan,0.3333333333333333,3,2,1000,50,0.5492371650207322,4.592968350276351,0.5478242545313337,68.52667942270637
manhattan,0.4444444444444444,3,2,1000,50,0.604430203750845,4.608364954590797,0.6013275856303054,69.36086272075772
manhattan,0.5555555555555556,3,2,1000,50,0.683456422354218,4.5589666198939085,0.6779006315578034,69.51591981761158
manhattan,0.6666666666666666,3,2,1000,50,0.7741954960972997,4.515915848314762,0.7676799580508461,69.67820413783193
manhattan,0.7777777777777777,3,2,1000,50,0.8606949494584765,4.547414975240827,0.8555638791254657,70.15150724165142
manhattan,0.8888888888888888,3,2,1000,50,0.9361482644969619,4.563922442495823,0.9336586692762475,68.6204689219594
manhattan,1.0,3,2,1000,50,1.0,4.498376224189997,1.0,70.08299267850816
manhattan,0.0,4,3,1000,50,0.5027051339917071,4.6339357160031796,0.5041889063291386,70.51150125451386
manhattan,0.1111111111111111,4,3,1000,50,0.506694445948955,4.649389613419771,0.5082819899917524,69.60443327575922
manhattan,0.2222222222222222,4,3,1000,50,0.5213647816152827,4.603935299441218,0.5231731061356854,70.34248434007168
manhattan,0.3333333333333333,4,3,1000,50,0.5530002126374872,4.7248403280973434,0.5543355488883053,69.97031458839774
manhattan,0.4444444444444444,4,3,1000,50,0.6073282841960197,4.6876614186912775,0.6064956047679287,69.62572875618935
manhattan,0.5555555555555556,4,3,1000,50,0.6850282547076134,4.634729117155075,0.6809917931189401,70.29946119524539
manhattan,0.6666666666666666,4,3,1000,50,0.7748299441726295,4.694388370960951,0.7691152071422661,71.53261415474117
manhattan,0.7777777777777777,4,3,1000,50,0.8610352777627327,4.609219564124942,0.8562399314871159,71.2911013495177
manhattan,0.8888888888888888,4,3,1000,50,0.9362873675278485,4.6646101623773575,0.9338981447362139,72.16221258789301
manhattan,1.0,4,3,1000,50,1.0,4.850289598107338,1.0,77.88219269365072
manhattan,0.0,5,4,1000,50,0.4992646674730843,4.879189917817712,0.4991233682874135,74.32978060655296
manhattan,0.1111111111111111,5,4,1000,50,0.5030361543908638,4.836231572553515,0.5028982280572241,73.90867692790926
manhattan,0.2222222222222222,5,4,1000,50,0.5176704359670291,4.869336968287826,0.5174974598158217,74.55281243287027
manhattan,0.3333333333333333,5,4,1000,50,0.5493914254936298,4.825372479856014,0.5483322868278054,73.61032447777689
manhattan,0.4444444444444444,5,4,1000,50,0.6039876670257431,4.841057671234012,0.6003285311349382,71.80878567881882
manhattan,0.5555555555555556,5,4,1000,50,0.6823008258759762,4.777811778709292,0.675403612769297,71.63726634904742
manhattan,0.6666666666666666,5,4,1000,50,0.7731700638514266,4.783772174268961,0.765134201048887,72.46345250681043
manhattan,0.7777777777777777,5,4,1000,50,0.8601487098320766,4.74212496727705,0.8539391196632982,67.95956413820386
manhattan,0.8888888888888888,5,4,1000,50,0.9359339961203689,4.514793269336224,0.9329408519841783,67.78616972081363
manhattan,1.0,5,4,1000,50,1.0,4.540226673707366,1.0,67.55111535266042
manhattan,0.0,6,5,1000,50,0.5005506247730697,4.564634971320629,0.5012985201570114,67.77084652893245
manhattan,0.1111111111111111,6,5,1000,50,0.5040256629374866,4.568812882527709,0.5050942890074313,67.39203604124486
